"Line","value"
"p.28141",13.4776559245561
"p.28141",19.6438986484665
"p.28141",10.220626234073
"p.28141",11.1554198465284
"p.28141",34.1412408244566
"p.28141",25.7823522823514
"p.28141",24.3528380281247
"p.28141",34.866107933256
"p.28141",37.0407092596545
"p.28141",10.9454933428725
"p.28141",26.167702627662
"p.28141",21.818499974865
"p.28141",47.6583138090569
"p.28141",35.0079087005834
"p.28141",40.2270619498747
"p.28141",39.4961038284353
"p.28141",51.5452528007274
"p.28141",40.5923581975273
"p.28141",38.5022240512797
"p.28141",38.8372097264051
"p.28141",4.41011399935028
"p.28141",51.4668750073263
"p.28141",10.9887370923037
"p.28141",12.4506533351823
"p.28141",11.825844220122
"p.28141",15.979438547125
"p.28141",17.3237074781107
"p.28141",11.4760425065966
"p.28141",14.2775288923173
"p.28141",12.4506533351823
"p.28141",15.7394934103812
"p.28141",40.470714657021
"p.28153",32.8516195577478
"p.28153",27.8065494113791
"p.28153",32.4996379196292
"p.28153",24.9906963064291
"p.28153",55.6130988227581
"p.28153",33.2036011958665
"p.28153",41.8858149361281
"p.28153",25.4600051572546
"p.28153",33.9075644721033
"p.28153",70.9829636872767
"p.28153",55.7304260354642
"p.28153",74.2681256430504
"p.28153",78.3745780877687
"p.28153",63.3566948613695
"p.28153",73.3295079414004
"p.28153",85.5315380628496
"p.28153",72.0389086016314
"p.28153",57.8423158641773
"p.28153",70.630982049157
"p.28153",29.4491303892662
"p.28153",28.0540830790438
"p.28153",33.3451122193398
"p.28153",28.2866557885075
"p.28153",21.9490494556247
"p.28153",48.1716224476427
"p.28153",33.9265439929994
"p.28153",28.4029421432392
"p.28153",35.9034120234394
"p.28153",30.9612419473383
"p.28153",28.6355148527029
"p.28153",84.9471821315701
"p.28153",72.91154441683
"p.28153",70.0043855485357
"p.28153",54.2185128936957
"p.28153",78.3188599118585
"p.28153",68.9578083559499
"p.28153",28.7183541373366
"p.28153",35.110733046719
"p.28153",68.4931562401605
"p.28153",39.8458285351503
"p.28153",42.4501310537877
"p.28153",48.3690004143265
"p.28153",46.7117169933762
"p.28153",45.2911883468462
"p.28153",44.4862221138129
"p.28153",37.4782807909344
"p.28153",46.474962218954
"p.28153",29.1918636861798
"p.28153",68.0196466913167
"p.28153",54.2878697748667
"p.28153",42.9236406026303
"p.28153",47.8954908654836
"p.28153",52.6305863539156
"p.28153",50.2630386097001
"p.28153",40.3193380839937
"p.28153",45.5279431212684
"p.28153",22.0241757256754
"p.28153",51.1863822299438
"p.28153",48.345324936885
"p.28153",67.3575528146537
"p.28153",42.4841837209301
"p.28153",42.2495292955173
"p.28153",28.6395726215931
"p.28153",59.4966295633349
"p.28153",44.6216488672035
"p.28153",53.2211101049948
"p.28153",48.9213794860991
"p.28153",52.2656144119067
"p.28153",43.6661531741159
"p.28153",45.0993967137479
"p.28153",51.787866565362
"p.28153",37.9331790155882
"p.28153",49.3991273326429
"p.28153",12.1347953022159
"p.28153",44.6216488672035
"p.28153",53.2211101049948
"p.28153",44.6216488672035
"p.28153",43.6661531741159
"p.28153",44.1439010206593
"p.28153",41.277413941396
"p.28153",42.7106574810274
"p.28153",47.4881359464672
"p.28153",40.7996660948519
"p.28153",46.5326402533791
"p.28153",19.1349196711156
"p.28153",37.3279198689038
"p.28153",42.6770921865663
"p.28153",43.9562420886153
"p.28173",51.6043736407571
"p.28173",95.9951557366688
"p.28173",79.0274716564814
"p.28173",49.8396926005168
"p.28173",54.2533888308598
"p.28173",49.0053186736491
"p.28173",37.3014290058278
"p.28173",51.7383002228672
"p.28173",52.2144497115999
"p.28173",53.7577170194628
"p.28173",60.2359018728398
"p.28173",41.0329572793922
"p.28173",54.9476776333985
"p.28173",52.3087507631634
"p.28173",39.3779255597966
"p.28173",26.7195065853624
"p.28173",44.8523255657123
"p.28173",31.260711757921
"p.28173",15.0262841541696
"p.28173",34.6586152098687
"p.28173",29.939304859941
"p.28173",37.3014290058278
"p.28173",25.4087669240103
"p.28173",21.9260555926796
"p.28173",37.9748005368759
"p.28173",15.4198076423294
"p.28173",32.3360523132394
"p.28173",47.9510473940793
"p.28173",51.204171369254
"p.28173",25.6129294312111
"p.28173",67.2529163134506
"p.28173",55.9754198661783
"p.28173",25.7108027864057
"p.28173",40.0575062501862
"p.28173",23.973741741303
"p.28173",25.7986086499692
"p.28173",13.6686109629518
"p.28173",20.6818249648852
"p.28173",16.9963094434611
"p.28173",13.9548645956838
"p.28173",19.0358665766763
"p.28173",17.8550703416573
"p.28173",30.307103365498
"p.28173",25.7270452417866
"p.28173",37.1127834837009
"p.28173",73.3954314324792
"p.28173",79.5498845362163
"p.28173",67.8134855942048
"p.28173",66.8115978796434
"p.28173",40.7502924201691
"p.28173",71.6063462279047
"p.28173",48.7234465470137
"p.28173",81.6252233735227
"p.28173",68.6563318641249
"p.28173",53.7066678762906
"p.28173",28.915141763134
"p.28173",68.905492930588
"p.28173",66.9122043988778
"p.28173",31.531332961005
"p.28173",23.7325915806851
"p.28173",34.9168640002119
"p.28173",32.4656869602445
"p.28173",28.6274909815402
"p.28173",36.7637153567471
"p.28173",30.1456155032882
"p.28173",31.2198816279254
"p.28173",33.1818645467853
"p.28173",38.8815844216899
"p.28173",33.6156144101418
"p.28173",39.4297387679103
"p.28173",28.9528033790574
"p.28173",41.9960977524886
"p.28173",33.0734270809457
"p.28173",44.2385473506632
"p.28173",29.9287405716097
"p.28173",33.3875829061614
"p.28173",41.2062370188837
"p.28173",43.4287738846557
"p.28173",31.6637400250364
"p.28180",62.569555286633
"p.28180",58.3082915894725
"p.28180",57.985468582112
"p.28180",54.6926739070346
"p.28180",33.9674368344834
"p.28180",55.4674491246993
"p.28180",28.8668333181856
"p.28180",33.1926616168176
"p.28180",39.3262987566693
"p.28180",34.9359058565651
"p.28180",26.022430902284
"p.28180",28.8757676240256
